WELL_NAME,D_DATE,OIL,GAS,GAS_SALES,WATER
WELL A,7/10/21,54.08,186.75,,44.31
WELL A,7/11/21,21.97,0,,40.54
WELL A,7/12/21,32.32,85.17,,111.27
WELL A,7/13/21,27.65,0,,47.28
WELL A,7/14/21,32.09,102.71,,42.49
WELL A,7/15/21,32.61,45.27,,0
WELL A,7/16/21,31.87,0,,59.27
WELL A,7/17/21,35.43,0,,49.76
WELL A,7/18/21,30.29,0,,50.18
WELL A,7/19/21,23.54,193.54,,41.46
WELL A,7/20/21,13.87,37.63,,41.38
WELL A,7/21/21,46.23,0,,56.33
WELL A,7/22/21,32.88,107.52,,47.95
WELL A,7/23/21,29.05,0,,52.28
WELL A,7/24/21,28.4,0,,43.47
WELL A,7/25/21,33.03,0,,54.66
WELL A,7/26/21,31.61,200.05,,45.15
WELL A,7/27/21,33.17,0,,56.05
WELL A,7/28/21,20.76,0,,41.66
WELL A,7/29/21,41.56,143.18,,57.45
WELL A,7/30/21,32.76,51.22,,55.49
WELL A,7/31/21,34.18,0,,52.42
WELL A,8/1/21,31.25,112.8,,46.69
WELL A,8/2/21,27.25,57.81,,48.5
WELL A,8/3/21,17.03,52.31,,40.59
WELL A,8/4/21,27.16,0,,45.35
WELL A,8/5/21,21.5,98.51,,27.56
WELL A,8/6/21,14.83,0,,29.56
WELL A,8/7/21,31.83,0,,51.99
WELL A,8/8/21,28.55,0,,44.1
WELL A,8/9/21,25.64,203.13,,45.35
WELL A,8/10/21,24.04,29.98,,37.83
WELL A,8/11/21,28.33,29.98,,48.1
WELL A,8/12/21,29.95,82.6,,37.08
WELL A,8/13/21,27.94,0,,47.6
WELL A,8/14/21,25.15,0,,36.7
WELL A,8/15/21,31.94,0,,48.36
WELL A,8/16/21,14.93,209.25,,45.85
WELL A,8/17/21,25.43,0,,39.09
WELL A,8/18/21,27.09,0,,46.73
WELL A,8/19/21,27.2,158.77,,44.22
WELL A,8/20/21,17.63,0,,36.2
WELL A,8/21/21,34.39,0,,48.61
WELL A,8/22/21,26.24,0,,40.96
WELL A,8/23/21,28.19,196.71,,44.72
WELL A,8/24/21,28.9,0,,45.6
WELL A,8/25/21,15.71,0,,36.08
WELL A,8/26/21,34.37,0,,37.08
WELL A,8/27/21,26,199.46,,42.22
WELL A,8/28/21,25.51,0,,45.47
WELL A,8/29/21,25.26,88.72,,40.41
WELL A,8/30/21,25.26,0,,51.61
WELL A,8/31/21,17.24,101.26,,34.2
WELL A,9/1/21,16.64,45.89,,46.98
WELL A,9/2/21,32.84,59.17,,41.68
WELL A,9/3/21,23.93,2,,45.41
WELL A,9/4/21,27.13,2,,45.3
WELL A,9/5/21,20.19,2,,46.9
WELL A,9/6/21,38.59,214.61,,59.45
WELL A,9/7/21,29.25,22.03,,43.59
WELL A,9/8/21,32.19,2,,51.86
WELL A,9/9/21,28.56,80.05,,43.17
WELL A,9/10/21,28.42,63.9,,47.45
WELL A,9/11/21,26.35,2,,47.45
WELL A,9/12/21,29.65,2,,48.83
WELL A,9/13/21,30.06,148.52,,108.97
WELL A,9/14/21,29.52,49.84,,32.97
WELL A,9/15/21,29.66,2,,13.24
WELL A,9/16/21,29.93,106.36,,48.28
WELL A,9/17/21,28.69,2,,55.86
WELL A,9/18/21,24.53,2,,38.62
WELL A,9/19/21,27.6,2,,49.66
WELL A,9/20/21,31.52,192.48,,46.34
WELL A,9/21/21,27.46,2,,40.83
WELL A,9/22/21,28.41,2,,48.83
WELL A,9/23/21,30.75,132.38,,45.1
WELL A,9/24/21,21.59,47.45,,47.86
WELL A,9/25/21,26.11,2,,101.52
WELL A,9/26/21,29.94,2,,0
WELL A,9/27/21,27.46,2,,0
WELL A,9/28/21,28.41,180.22,,80.97
WELL A,9/29/21,13.87,2,,40.55
WELL A,9/30/21,31.91,2,,34.34
WELL A,10/1/21,18.81,107.56,,33.1
WELL A,10/2/21,0,0,,0
WELL A,10/3/21,0,0,,0
WELL A,10/4/21,0,0,,0
WELL A,10/5/21,0,0,,0
WELL A,10/6/21,0,0,,0
WELL A,10/7/21,29.61,2,,32.62
WELL A,10/8/21,23.53,59.42,,51.89
WELL A,10/9/21,27.2,2,,44.76
WELL A,10/10/21,28.29,2,,54.31
WELL A,10/11/21,26.81,102.51,,48.04
WELL A,10/12/21,28.62,46.84,,45.9
WELL A,10/13/21,27.01,2,,69.42
WELL A,10/14/21,21.55,2,,46.47
WELL A,10/15/21,22.6,23.13,,40.77
WELL A,10/16/21,19.16,23.13,,46.9
WELL A,10/17/21,23.6,23.13,,44.64
WELL A,10/18/21,24.06,144.8,,44.13
WELL A,10/19/21,24.29,23.13,,43.68
WELL A,10/20/21,21.58,32.92,,48.18
WELL A,10/21/21,17.45,55.26,,35.64
WELL A,10/22/21,19.85,45.77,,53.88
WELL A,10/23/21,23.13,32.92,,48.18
WELL A,10/24/21,17.21,32.92,,58.02
WELL A,10/25/21,27.47,89.85,,40.77
WELL A,10/26/21,24.67,53.58,,49.32
WELL A,10/27/21,23.46,22.51,,47.61
WELL A,10/28/21,22.12,23.22,,52.6
WELL A,10/29/21,26.22,29.24,,46.04
WELL A,10/30/21,24.05,18.41,,53.71
WELL A,10/31/21,19.74,34.82,,52.74
WELL A,11/1/21,24.88,42.4,,50.81
WELL A,11/2/21,33.93,47.75,,54.27
WELL A,11/3/21,40.1,59.48,,37.35
WELL A,11/4/21,34.64,61.08,,40.97
WELL A,11/5/21,40.09,64.71,,42.3
WELL A,11/6/21,39.4,30.27,,41.7
WELL A,11/7/21,39.98,30.29,,42.79
WELL A,11/8/21,43.98,127.97,,35.32
WELL A,11/9/21,37.8,54.87,,58.86
WELL A,11/10/21,42.96,52.9,,43.27
WELL A,11/11/21,42.01,82.96,,43.03
WELL A,11/12/21,37.85,52.4,,48.95
WELL A,11/13/21,40.32,52.95,,40.97
WELL A,11/14/21,53.25,53.16,,53.91
WELL A,11/15/21,42.07,90.51,,41.88
WELL A,11/16/21,27.12,46.24,,32.75
WELL A,11/17/21,33.46,41.68,,44.94
WELL A,11/18/21,34.51,100.38,,39.91
WELL A,11/19/21,30.77,33.82,,33.12
WELL A,11/20/21,31.47,67.04,,43.99
WELL A,11/21/21,39.38,55.28,,39.28
WELL A,11/22/21,40.89,57.24,,39.28
WELL A,11/23/21,33.87,54.4,,40.49
WELL A,11/24/21,38.83,34.85,,38.92
WELL A,11/25/21,33.42,28.17,,40.61
WELL A,11/26/21,25.49,16.56,,28.65
WELL A,11/27/21,32.91,111.52,,34.3
WELL A,11/28/21,33.41,7.38,,42.91
WELL A,11/29/21,31.3,11.09,,41.09
WELL A,11/30/21,35.17,170.35,,43.51
WELL A,12/1/21,37.54,52.79,,43.75
WELL A,12/2/21,36.5,49.25,,41.99
WELL A,12/3/21,31.17,43.05,,41.74
WELL A,12/4/21,37.14,51.03,,55.58
WELL A,12/5/21,34.79,48.22,,48.17
WELL A,12/6/21,28.51,40.18,,47.18
WELL A,12/7/21,29.53,37.73,,35.16
WELL A,12/8/21,30.89,22.87,,37.46
WELL A,12/9/21,34.45,66.21,,54.65
WELL A,12/10/21,33.35,50.71,,58.45
WELL A,12/11/21,36.84,46.19,,55.07
WELL A,12/12/21,42.92,47.73,,47.04
WELL A,12/13/21,42.65,50.16,,44.79
WELL A,12/14/21,31.38,47.4,,50.7
WELL A,12/15/21,33,46.83,,46.34
WELL A,12/16/21,33.46,47.55,,46.48
WELL A,12/17/21,38.44,46.76,,45.92
WELL A,12/18/21,38.05,46.58,,45.77
WELL A,12/19/21,31.39,22.38,,33.24
WELL A,12/20/21,31.04,32.85,,46.9
WELL A,12/21/21,38.48,39.65,,48.03
WELL A,12/22/21,39,44.92,,49.15
WELL A,12/23/21,36.65,48.08,,47.32
WELL A,12/24/21,31.22,79,,18.03
WELL A,12/25/21,41.05,47.58,,16.34
WELL A,12/26/21,32.82,47.73,,111.97
WELL A,12/27/21,38.86,48.39,,46.9
WELL A,12/28/21,40.31,43.65,,36.9
WELL A,12/29/21,27.15,12.79,,27.61
WELL A,12/30/21,25.78,62.23,,26.06
WELL A,12/31/21,28.84,59,,37.46
WELL A,1/1/22,33.51,50.87,,40.56
WELL A,1/2/22,39.54,52.11,,36.34
WELL A,1/3/22,47.96,54.65,,40.99
WELL A,1/4/22,34.32,63,,50.7
WELL A,1/5/22,34.45,34.32,,44.79
WELL A,1/6/22,36.82,60.46,,40.99
WELL A,1/7/22,42.8,2,,37.89
WELL A,1/8/22,33.92,2,,38.79
WELL A,1/9/22,34.9,2,,49.85
WELL A,1/10/22,36.28,199.95,,39.34
WELL A,1/11/22,37.26,2,,47.13
WELL A,1/12/22,34.77,75.49,,37.7
WELL A,1/13/22,14.72,46.03,,25.27
WELL A,1/14/22,38.71,44.29,,74.32
WELL A,1/15/22,18.37,46.37,,50.41
WELL A,1/16/22,52.22,2,,51.5
WELL A,1/17/22,46.92,92.48,,1.09
WELL A,1/18/22,23.77,49.15,,46.86
WELL A,1/19/22,58.81,2,,41.12
WELL A,1/20/22,37.1,96.64,,37.3
WELL A,1/21/22,39.57,73.07,,37.84
WELL A,1/22/22,43.02,2,,0.27
WELL A,1/23/22,38.73,2,,38.11
WELL A,1/24/22,39.07,147.95,,47.13
WELL A,1/25/22,37.26,2,,44.54
WELL A,1/26/22,34.12,2,,43.17
WELL A,1/27/22,41.9,136.16,,35.52
WELL A,1/28/22,15.82,46.72,,42.35
WELL A,1/29/22,17.81,52.61,,43.99
WELL A,1/30/22,42.22,46.37,,40.85
WELL A,1/31/22,70.08,56.77,,42.9
WELL A,2/1/22,44.71,48.2,,30.62
WELL A,2/2/22,44.79,31.08,,39.5
WELL A,2/3/22,31.22,55.82,,34.29
WELL A,2/4/22,32.27,19.5,,38.21
WELL A,2/5/22,31.76,31.38,,30.14
WELL A,2/6/22,31.15,28.61,,35.85
WELL A,2/7/22,33.59,78.7,,31.15
WELL A,2/8/22,34.04,28.47,,40.78
WELL A,2/9/22,31.33,54.31,,35.41
WELL A,2/10/22,33.91,38.04,,28.01
WELL A,2/11/22,22.8,38.41,,47.06
WELL A,2/12/22,30.7,38.98,,36.64
WELL A,2/13/22,28.86,26.35,,40
WELL A,2/14/22,44.09,51.89,,39.44
WELL A,2/15/22,27.34,39.14,,38.54
WELL A,2/16/22,30.54,26.64,,36.08
WELL A,2/17/22,31.15,52.38,,37.42
WELL A,2/18/22,34.18,26.79,,37.09
WELL A,2/19/22,28.18,26.8,,37.65
WELL A,2/20/22,30.8,27.08,,37.31
WELL A,2/21/22,30.7,78.57,,35.52
WELL A,2/22/22,31.31,26.42,,42.47
WELL A,2/23/22,28.25,47.44,,29.13
WELL A,2/24/22,13.82,22.44,,30.59
WELL A,2/25/22,16.72,23.19,,14.12
WELL A,2/26/22,74.21,23.02,,58.71
WELL A,2/27/22,23.27,21.57,,34.51
WELL A,2/28/22,28.41,106.03,,29.47
WELL A,3/1/22,29.17,32.85,,23.87
WELL A,3/2/22,25.74,40.27,,78.14
WELL A,3/3/22,36.71,2,,55.35
WELL A,3/4/22,22.99,2,,49.11
WELL A,3/5/22,27.27,116.82,,44.5
WELL A,3/6/22,27.59,2,,43.89
WELL A,3/7/22,19.74,57.49,,30.2
WELL A,3/8/22,24.61,2,,41.22
WELL A,3/9/22,24.62,2,,57.69
WELL A,3/10/22,23.03,119.39,,41.22
WELL A,3/11/22,25.16,2,,33.06
WELL A,3/12/22,23.86,120.35,,42.91
WELL A,3/13/22,25.36,2,,39.02
WELL A,3/14/22,25.98,76.61,,51.07
WELL A,3/15/22,36.81,42.41,,41.74
WELL A,3/16/22,25.24,2,,42.91
WELL A,3/17/22,28.26,81.78,,35.52
WELL A,3/18/22,15.92,2,,29.94
WELL A,3/19/22,26.96,2,,40.06
WELL A,3/20/22,25.86,2,,37.98
WELL A,3/21/22,22.99,157.86,,43.04
WELL A,3/22/22,24.86,2,,37.98
WELL A,3/23/22,23.11,2,,41.74
WELL A,3/24/22,26.91,117.46,,40.57
WELL A,3/25/22,24.99,2,,39.15
WELL A,3/26/22,27.13,78.65,,37.59
WELL A,3/27/22,24.12,2,,38.37
WELL A,3/28/22,24.61,78.33,,39.02
WELL A,3/29/22,24.22,40.17,,35.26
WELL A,3/30/22,24.11,2,,39.15
WELL A,3/31/22,24.86,78.33,,67.54
WELL A,4/1/22,29.33,42.48,,38.35
WELL A,4/2/22,32.12,40.15,,40.03
WELL A,4/3/22,31.62,40.09,,55.56
WELL A,4/4/22,41.07,40.24,,38.76
WELL A,4/5/22,36.17,41.19,,40.59
WELL A,4/6/22,32.24,42.56,,43.55
WELL A,4/7/22,32.41,42.61,,44.09
WELL A,4/8/22,33.77,41.95,,41.13
WELL A,4/9/22,32.74,41.67,,38.71
WELL A,4/10/22,33.06,41.52,,40.32
WELL A,4/11/22,20.59,41.68,,39.38
WELL A,4/12/22,32.24,41.64,,43.41
WELL A,4/13/22,31.97,41.76,,38.17
WELL A,4/14/22,32.58,31.07,,37.37
WELL A,4/15/22,23.07,7.67,,28.49
WELL A,4/16/22,22.9,7.39,,27.69
WELL A,4/17/22,20.22,7.01,,21.51
WELL A,4/18/22,22.84,6.92,,28.36
WELL A,4/19/22,21.59,14.21,,25.94
WELL A,4/20/22,18.84,35.03,,32.12
WELL A,4/21/22,20.53,172.12,,30.51
WELL A,4/22/22,20.53,30.69,,28.63
WELL A,4/23/22,18.83,18.27,,25.54
WELL A,4/24/22,20.18,10.63,,16.94
WELL A,4/25/22,14.93,24.49,,27.15
WELL A,4/26/22,21.12,26.76,,27.55
WELL A,4/27/22,23.15,32.38,,27.55
WELL A,4/28/22,19.51,46.46,,30.78
WELL A,4/29/22,20.19,30.59,,29.7
WELL A,4/30/22,22.9,27.95,,28.36
WELL A,5/1/22,19.34,28.05,,28.09
WELL A,5/2/22,21.41,28.25,,23.39
WELL A,5/3/22,18.1,31.8,,31.75
WELL A,5/4/22,0,0,,0
WELL A,5/5/22,0,0,,0
WELL A,5/6/22,0,0,,0
WELL A,5/7/22,0,0,,0
WELL A,5/8/22,0,0,,0
WELL A,5/9/22,0,0,,0
WELL A,5/10/22,0,0,,0
WELL A,5/11/22,0,0,,0
WELL A,5/12/22,0,0,,0
WELL A,5/13/22,0,0,,0
WELL A,5/14/22,0,0,,0
WELL A,5/15/22,0,0,,0
WELL A,5/16/22,0,0,,0
WELL A,5/17/22,0,0,,0
WELL A,5/18/22,0,0,,0
WELL A,5/19/22,0,0,,0
WELL A,5/20/22,0,0,,0
WELL A,5/21/22,0,0,,0
WELL A,5/22/22,0,0,,0
WELL A,5/23/22,0,0,,0
WELL A,5/24/22,0,0,,0
WELL A,5/25/22,0,0,,0
WELL A,5/26/22,0,0,,0
WELL A,5/27/22,0,0,,0
WELL A,5/28/22,0,0,,0
WELL A,5/29/22,0,0,,0
WELL A,5/30/22,0,0,,0
WELL A,5/31/22,0,0,,0
WELL A,6/1/22,0,0,,0
WELL A,6/2/22,0,0,,0
WELL A,6/3/22,0,0,,0
WELL A,6/4/22,0,0,,0
WELL A,6/5/22,0,0,,0
WELL A,6/6/22,19.58,34.56,,38.77
WELL A,6/7/22,20.54,16.19,,45.86
WELL A,6/8/22,7.42,2.11,,16.55
WELL A,6/9/22,12.8,57.66,,31.8
WELL A,6/10/22,28.12,2.6,,42.32
WELL A,6/11/22,27.65,4.14,,41.61
WELL A,6/12/22,23.88,3.85,,50.18
WELL A,6/13/22,21.15,124.92,,44.18
WELL A,6/14/22,25.01,5.48,,38.55
WELL A,6/15/22,22.61,5.74,,40.87
WELL A,6/16/22,23.06,82.84,,41
WELL A,6/17/22,23.51,43.75,,40.14
WELL A,6/18/22,23.89,6.16,,43.69
WELL A,6/19/22,23.89,6.24,,39.9
WELL A,6/20/22,22.88,94.29,,39.16
WELL A,6/21/22,11.69,37.52,,31.57
WELL A,6/22/22,10.71,6.81,,40.38
WELL A,6/23/22,30.11,68.24,,39.28
WELL A,6/24/22,23.96,8.27,,44.91
WELL A,6/25/22,24.01,8.15,,41.49
WELL A,6/26/22,44.58,88.5,,43.32
WELL A,6/27/22,23.01,33.49,,40.63
WELL A,6/28/22,24.26,40.33,,44.06
WELL A,6/29/22,29.45,30.1,,34.02
WELL A,6/30/22,27.11,68.14,,39.9
WELL A,7/1/22,28.62,25.29,,39.2
WELL A,7/2/22,24.4,20.39,,45.38
WELL A,7/3/22,20.19,22.8,,48.44
WELL A,7/4/22,29.22,20.36,,44.96
WELL A,7/5/22,25.76,20.38,,42.29
WELL A,7/6/22,26.3,20.64,,42.96
WELL A,7/7/22,27.67,34.26,,42.15
WELL A,7/8/22,25.49,20.77,,42.96
WELL A,7/9/22,26.85,20.99,,50.32
WELL A,7/10/22,26.16,20.89,,44.56
WELL A,7/11/22,26.8,20.8,,43.89
WELL A,7/12/22,25.31,20.52,,42.55
WELL A,7/13/22,24.52,42.44,,44.96
WELL A,7/14/22,28.66,25.34,,59.01
WELL A,7/15/22,24.07,20.54,,60.22
WELL A,7/16/22,27.43,20.23,,45.23
WELL A,7/17/22,26.44,19.7,,44.43
WELL A,7/18/22,27.4,42.25,,43.89
WELL A,7/19/22,27.26,25.7,,42.29
WELL A,7/20/22,27.25,20.2,,41.35
WELL A,7/21/22,29.35,20.87,,42.96
WELL A,7/22/22,26.73,20.87,,42.55
WELL A,7/23/22,30.69,16.09,,40.82
WELL A,7/24/22,25.9,14.37,,40.41
WELL A,7/25/22,14.52,7.28,,28.91
WELL A,7/26/22,30.54,10.94,,43.89
WELL A,7/27/22,29.76,84.56,,39.34
WELL A,7/28/22,14.94,10.76,,64.23
WELL A,7/29/22,30.28,18.76,,35.33
WELL A,7/30/22,21.71,44.18,,48.44
WELL A,7/31/22,29.18,12.43,,38.54
WELL A,8/1/22,22.05,40.84,,46.03
WELL A,8/2/22,29.86,22.45,,35.06
WELL A,8/3/22,29.9,12.47,,52.74
WELL A,8/4/22,29.65,39.4,,42.68
WELL A,8/5/22,22.36,9.89,,55.15
WELL A,8/6/22,36.22,25.39,,59.6
WELL A,8/7/22,18.88,30.83,,56.7
WELL A,8/8/22,62.42,30.45,,51.27
WELL A,8/9/22,25.63,25.42,,68.48
WELL A,8/10/22,46.81,33.37,,42.75
WELL A,8/11/22,35.27,103.97,,59.6
WELL A,8/12/22,37.17,28.38,,53.26
WELL A,8/13/22,39.87,30.66,,66.3
WELL A,8/14/22,40.44,38.14,,58.7
WELL A,8/15/22,34.41,36.88,,48.19
WELL A,8/16/22,41.61,28.69,,47.46
WELL A,8/17/22,33.72,14.16,,74.46
WELL A,8/18/22,43.73,22.79,,47.1
WELL A,8/19/22,41.38,30.27,,51.81
WELL A,8/20/22,33.34,21.24,,47.28
WELL A,8/21/22,19.25,2.1,,66.67
WELL A,8/22/22,71.08,145.58,,76.09
WELL A,8/23/22,42.95,15.44,,56.16
WELL A,8/24/22,29.27,25.2,,73.73
WELL A,8/25/22,60.55,23.91,,55.8
WELL A,8/26/22,32.52,74.34,,58.7
WELL A,8/27/22,37.36,20.51,,61.23
WELL A,8/28/22,45.27,24.11,,51.27
WELL A,8/29/22,38.33,69.52,,48.19
WELL A,8/30/22,35.62,27.66,,62.32
WELL A,8/31/22,27.36,39.3,,57.97
WELL A,9/1/22,35.38,35.54,,46.95
WELL A,9/2/22,34.47,50.14,,52.64
WELL A,9/3/22,33.74,28.46,,38.55
WELL A,9/4/22,36.14,37.73,,28.18
WELL A,9/5/22,36.67,32.97,,33.47
WELL A,9/6/22,35.07,78.28,,38.88
WELL A,9/7/22,36.22,44.75,,37.15
WELL A,9/8/22,37.06,47.2,,30.14
WELL A,9/9/22,38.44,41.61,,30.48
WELL A,9/10/22,34.01,33.43,,36.58
WELL A,9/11/22,39.81,33.06,,39.11
WELL A,9/12/22,33.1,61.44,,41.07
WELL A,9/13/22,38.59,41.22,,38.77
WELL A,9/14/22,32.59,33.77,,37.85
WELL A,9/15/22,38.26,54.59,,36
WELL A,9/16/22,35.6,30.63,,35.08
WELL A,9/17/22,35.24,35.53,,37.62
WELL A,9/18/22,27.82,36.16,,36.92
WELL A,9/19/22,38.5,36.14,,34.39
WELL A,9/20/22,36.24,74.59,,43.71
WELL A,9/21/22,35.79,36.32,,38.65
WELL A,9/22/22,36.02,37.14,,36.46
WELL A,9/23/22,35.97,39.31,,37.5
WELL A,9/24/22,37.37,39.11,,33.13
WELL A,9/25/22,37.66,33.97,,39.8
WELL A,9/26/22,37.42,39.09,,36.81
WELL A,9/27/22,36.99,38.95,,36.23
WELL A,9/28/22,37.54,39.09,,36
WELL A,9/29/22,63.72,43.25,,29.45
WELL A,9/30/22,39.72,39.02,,35.08
WELL A,10/1/22,36.44,39.08,,36.35
WELL A,10/2/22,36.51,2,,35.2
WELL A,10/3/22,36.5,2,,35.2
WELL A,10/4/22,36.08,168.19,,24.04
WELL A,10/5/22,23.79,2,,7.59
WELL A,10/6/22,36.22,68.8,,31.06
WELL A,10/7/22,33.71,2,,77.65
WELL A,10/8/22,34.88,2,,1.27
WELL A,10/9/22,35.04,2,,37.27
WELL A,10/10/22,26.25,147.99,,36.92
WELL A,10/11/22,29.19,29.37,,36.81
WELL A,10/12/22,35.56,2,,36.92
WELL A,10/13/22,38.26,75.45,,46.8
WELL A,10/14/22,36.19,2,,53.85
WELL A,10/15/22,40.83,2,,100.96
WELL A,10/16/22,36.46,2,,7.85
WELL A,10/17/22,39.15,120.12,,51.28
WELL A,10/18/22,36.7,2,,51.28
WELL A,10/19/22,41.79,64.98,,51.12
WELL A,10/20/22,39.85,2,,54.17
WELL A,10/21/22,40.15,63.82,,50.64
WELL A,10/22/22,38.12,2,,52.08
WELL A,10/23/22,40.58,65.56,,59.29
WELL A,10/24/22,45.84,2,,64.9
WELL A,10/25/22,32.48,56.85,,35.26
WELL A,10/26/22,44.63,2,,265.87
WELL A,10/27/22,40.08,2,,190.38
WELL A,10/28/22,18.97,2,,54.81
WELL A,10/29/22,57.24,2,,56.73
WELL A,10/30/22,40.47,2,,57.69
WELL A,10/31/22,33.03,186.29,,52.24
WELL A,11/1/22,18.99,37.97,35.19,19.98
WELL A,11/2/22,34.61,37.16,34.84,32.05
WELL A,11/3/22,33.16,37.61,35.61,36.57
WELL A,11/4/22,34.71,53.23,43.17,10.86
WELL A,11/5/22,36.22,48.79,46.36,28.95
WELL A,11/6/22,38.78,38.15,36.15,32.86
WELL A,11/7/22,35.92,57.19,55.19,12.31
WELL A,11/8/22,36.95,37.66,35.66,34.66
WELL A,11/9/22,30.39,37.01,35.01,38.37
WELL A,11/10/22,34.87,71.03,68.18,7.64
WELL A,11/11/22,37.72,36.68,34.68,29.86
WELL A,11/12/22,61.72,39.86,37.86,30.83
WELL A,11/13/22,35.7,98.63,96.63,26.14
WELL A,11/14/22,30.92,32.53,30.53,34.76
WELL A,11/15/22,29.03,34.06,32.06,51.4
WELL A,11/16/22,35.87,87.39,84.83,24.04
WELL A,11/17/22,33.98,57.08,55.08,36.61
WELL A,11/18/22,34.93,55.79,53.79,37.88
WELL A,11/19/22,35.16,33.1,31.1,48.45
WELL A,11/20/22,36.34,80.79,78.79,24.93
WELL A,11/21/22,34.21,53.02,51.02,31.11
WELL A,11/22/22,21.26,32.36,30.36,43.28
WELL A,11/23/22,39.75,43.34,41.34,44.13
WELL A,11/24/22,16.21,72.06,70.06,11.11
WELL A,11/25/22,45.3,39.55,37.55,48.21
WELL A,11/26/22,32.24,39.54,37.54,45.54
WELL A,11/27/22,29.49,40.02,38.02,56.96
WELL A,11/28/22,36.72,37.6,35.6,-0.72
WELL A,11/29/22,28.48,76.28,74.28,39.61
WELL A,11/30/22,30.52,41.78,39.78,25.25
WELL A,12/1/22,70.21,47.55,45.55,39.33
WELL A,12/2/22,0.63,48.29,46.29,44.41
WELL A,12/3/22,26.65,49.11,47.11,46.95
WELL A,12/4/22,34.99,42.87,40.87,46.95
WELL A,12/5/22,29.81,34.55,32.55,-11.72
WELL A,12/6/22,17.71,38.44,36.44,44.18
WELL A,12/7/22,44.74,35.56,33.56,48.66
WELL A,12/8/22,27.84,36.78,34.78,46.42
WELL A,12/9/22,30.37,36.19,34.19,12.61
WELL A,12/10/22,24.32,37.43,35.43,54.78
WELL A,12/11/22,27.12,34.86,32.86,43.43
WELL A,12/12/22,22.93,38.4,36.4,12.61
WELL A,12/13/22,24.88,42.37,32.97,35.88
WELL A,12/14/22,26.99,23.82,21.82,39.85
WELL A,12/15/22,26.98,18.08,16.08,44.93
WELL A,12/16/22,26,18.91,16.91,11.13
WELL A,12/17/22,30.94,18.43,16.43,48.81
WELL A,12/18/22,27.97,18.5,16.5,45.97
WELL A,12/19/22,27.98,12.8,10.8,12.37
WELL A,12/20/22,21.51,7.98,5.98,34.63
WELL A,12/21/22,23.89,8.22,6.22,49.85
WELL A,12/22/22,32.6,8.78,6.78,39.1
WELL A,12/23/22,32.65,8.03,6.03,38.21
WELL A,12/24/22,29.1,7.29,5.29,45.07
WELL A,12/25/22,14.9,221.39,5.22,-50.24
WELL A,12/26/22,14.79,27.19,4.51,-7
WELL A,12/27/22,23.75,4.72,2.72,0.75
WELL A,12/28/22,5.31,3.43,1.43,4.03
WELL A,12/29/22,0,6.63,4.63,-34.22
WELL A,12/30/22,8.61,79.12,6.29,41.56
WELL A,12/31/22,32.53,6.46,4.46,54.44
WELL A,1/1/23,35.64,2,0,75.56
WELL A,1/2/23,39.53,100.03,14.37,22.22
WELL A,1/3/23,33.77,33.89,15.4,46.24
WELL A,1/4/23,29.14,2,0,40.15
WELL A,1/5/23,37.03,55.89,52.79,28.43
WELL A,1/6/23,31.59,2,0,51.18
WELL A,1/7/23,36.49,2,0,43.68
WELL A,1/8/23,34.58,84.48,82.48,31.56
WELL A,1/9/23,20.97,0.67,0,23.82
WELL A,1/10/23,0,0,0,0
WELL A,1/11/23,0.61,0.08,0,0
WELL A,1/12/23,0,0,0,0
WELL A,1/13/23,0,0,0,0
WELL A,1/14/23,0,0,0,0
WELL A,1/15/23,0,0,0,0
WELL A,1/16/23,0,0,0,0
WELL A,1/17/23,0,0,0,0
WELL A,1/18/23,0,6.13,6.05,14.56
WELL A,1/19/23,24,23.71,17.05,-0.29
WELL A,1/20/23,29.41,2,0,57.79
WELL A,1/21/23,40.58,2,0,49.85
WELL A,1/22/23,37.86,113.63,103.93,21.29
WELL A,1/23/23,30.23,2,0,45
WELL A,1/24/23,22.84,2,0,34.04
WELL A,1/25/23,38.99,82.84,80.84,49.13
WELL A,1/26/23,36.74,2,0,25.37
WELL A,1/27/23,32.98,2,0,35.96
WELL A,1/28/23,35.14,2,0,30
WELL A,1/29/23,30.56,165.25,161.11,11.69
WELL A,1/30/23,24,2,0,59.88
WELL A,1/31/23,36.76,43.5,39.84,44.7
WELL A,2/1/23,23.35,17.94,11.29,30.21
WELL A,2/2/23,23.15,2,0,36.05
WELL A,2/3/23,28.94,66.27,45.9,20.78
WELL A,2/4/23,31.45,2,0,43.48
WELL A,2/5/23,30.04,78.34,53.06,35.71
WELL A,2/6/23,34.8,2,0,31.68
WELL A,2/7/23,26.47,99.46,59.56,37.37
WELL A,2/8/23,26.77,33.4,20.57,10.15
WELL A,2/9/23,27.56,2,0,50.95
WELL A,2/10/23,29.99,116.53,58.62,34.68
WELL A,2/11/23,26.9,17.85,5.63,34.82
WELL A,2/12/23,14.38,83.31,50.12,32.11
WELL A,2/13/23,29.91,2,0,28.83
WELL A,2/14/23,22.78,2,0,35.27
WELL A,2/15/23,26.85,141.1,80.29,-35.86
WELL A,2/16/23,24.77,2,0,29.17
WELL A,2/17/23,25.19,2,0,1.24
WELL A,2/18/23,18.29,2,0,61.16
WELL A,2/19/23,23.23,172.3,112,-4.5
WELL A,2/20/23,23.63,2,0,33.01
WELL A,2/21/23,25.76,107.86,60.35,13.03
